new_project_added,New project added,নতুন প্ৰজেক্ট যোগ কৰা হৈছে,নতুন প্রজেক্ট যোগ করা হয়েছে,Nuevo proyecto agregado,નવો પ્રોજેક્ટ ઉમેરાયેલ છે,नया प्रोजेक्ट जोड़ा गया,ಹೊಸ ಯೋಜನೆಯನ್ನು ಸೇರಿಸಲಾಗಿದೆ,പുതിയ പ്രൊജക്റ്റ് ചേർത്തിട്ടുണ്ട്,नवीन प्रोजेक्ट जोडला.,ନୂତନ ପ୍ରୋଜେକଟ ଯୋଗ କରାଯାଇଛି,ਨਵਾਂ ਪ੍ਰੋਜੈਕਟ ਸ਼ਾਮਲ ਕੀਤਾ ਗਿਆ,புதிய திட்டம் சேர்க்கப்பட்டது,కొత్త ప్రాజెక్ట్ జోడించబడింది,नया प्रोजेक्ट जोड़ल गइल,Gital project-ko on·dapaha
click_here_to_get_tasks,Click here to get more tasks,অধিক কাৰ্য্য পাবলৈ ইয়াত ক্লিক কৰক,আরও কাজ পেতে এখানে ক্লিক করুন,Haga clic aquí para obtener más tareas,વધુ કાર્યો મેળવવા માટે અહીં ક્લિક કરો,अधिक कार्य प्राप्त करने के लिए यहां क्लिक करें,ಹೆಚ್ಚಿನ ಕಾರ್ಯಗಳನ್ನು ಪಡೆಯಲು ಇಲ್ಲಿ ಕ್ಲಿಕ್ ಮಾಡಿ,കൂടുതൽ ടാസ്കുകൾ ലഭിക്കാനായി ഇവിടെ ക്ലിക്ക് ചെയ്യുക,अधिक कार्ये मिळविण्यासाठी येथे क्लिक करा,ଅଧିକ କାର୍ଯ୍ୟ ପାଇବାକୁ ଏଠାରେ କ୍ଲିକ୍ କରନ୍ତୁ |,ਹੋਰ ਕਾਰਜ ਪ੍ਰਾਪਤ ਕਰਨ ਲਈ ਇੱਥੇ ਦਬਾਓ,மேலும் பணிகளைப் பெற இங்கே கிளிக் செய்யவும்,మరిన్ని టాస్క్‌లను పొందడానికి ఇక్కడ క్లిక్ చేయండి,अउरी काम पावे खातिर इहाँ क्लिक करीं,Kamrangko man·na gita iano sikdepbo
new_tasks_assigned,New tasks assigned,নতুন কাৰ্য্য আৱণ্টন কৰা হৈছে,নতুন কাজ যুক্ত করা হয়েছে,Nuevas tareas asignadas,નવા કાર્યો સોપાયેલ છે,सौंपे गए नए कार्य,ಹೊಸ ಕಾರ್ಯಗಳನ್ನು ನಿಯೋಜಿಸಲಾಗಿದೆ,പുതിയ ടാസ്കുകൾ സജ്ജീകരിച്ചിരുന്നു,नवीन कामे सोपवली.,ନୂତନ କାର୍ଯ୍ୟଗୁଡିକ ପଠା ଯାଇଛି ,ਨਵੇਂ ਕੰਮ ਸੌਂਪੇ ਗਏ,புதிய பணிகள் ஒதுக்கப்பட்டுள்ளன,కొత్త పనులు అప్పగించారు,नया काम सौंपल गइल,Gital kamrangko on·aha
request_permissions,Request permissions,অনুমতিৰ অনুৰোধ কৰক,অনুমতির জন্য অনুরোধ,Solicitar permisos,પરવાનગીઓની વિનંતી,अनुमतियों का अनुरोध करें,ಅನುಮತಿಗಳನ್ನು ವಿನಂತಿಸಿ,അനുമതികൾക്കായിട്ടുള്ള അഭ്യർത്ഥന,परवानग्यांची विनंती करा.,ଅନୁମତି ଅନୁରୋଧ କରନ୍ତୁ,ਅਨੁਮਤੀਆਂ ਲਈ ਬੇਨਤੀ ਕਰੋ,அனுமதிகளை கேளுங்கள்,అనుమతులను అభ్యర్థించండి,अनुमति के स्वीकार कइल जाव,Permission
open_settings,Open Settings,ছেটিংছ খোলক,সেটিংস খুলুন,Abrir Configuración,સેટિંગ્સ ખોલો,सेटिंग्स खोलें,ಸೆಟ್ಟಿಂಗ್‌ಗಳನ್ನು ತೆರೆಯಿರಿ,ക്രമീകരണങ്ങൾ തുറക്കുക,सेटिंग्ज उघडा.,ସେଟିଙ୍ଗ ଖୋଲନ୍ତୁ,ਸੈਟਿੰਗਾਂ ਖੋਲ੍ਹੋ,செட்டிங்ஸை ஓப்பன் செய்யவும்,సెట్టింగ్‌లను తెరవండి,सेटिंग खोलीं,Settings-ko kulibo
and,And,আৰু,এবং,Y,અને,और,ಮತ್ತು,കൂടെ,आणि,ଏବଂ,ਅਤੇ,மற்றும்,మరియు,और,Aro
please_contact_us_for_payments,Please contact us to receive payment,পেমেন্ট লাভ কৰিবলৈ আমাৰ সৈতে যোগাযোগ কৰক,পেমেন্ট পেতে আমাদের সাথে যোগাযোগ করুন,Por favor llamárnos para recibir el pago,ચુકવણી મેળવવા માટે કૃપા કરીને અમારો સંપર્ક કરો,भुगतान प्राप्त करने के लिए कृपया हमसे संपर्क करें,ಪಾವತಿಯನ್ನು ಸ್ವೀಕರಿಸಲು ದಯವಿಟ್ಟು ನಮ್ಮನ್ನು ಸಂಪರ್ಕಿಸಿ,പേയ്‌മെന്റ് ലഭിക്കുന്നതിനായി ദയവായി ഞങ്ങളെ ബന്ധപ്പെടുക,पेमेंट मिळवण्यासाठी कृपया आमच्याशी संपर्क साधा,ଦେୟ ଗ୍ରହଣ କରିବାକୁ ଦୟାକରି ଆମ ସହିତ ଯୋଗାଯୋଗ କରନ୍ତୁ,ਕਿਰਪਾ ਕਰਕੇ ਭੁਗਤਾਨ ਪ੍ਰਾਪਤ ਕਰਨ ਲਈ ਸਾਡੇ ਨਾਲ ਸੰਪਰਕ ਕਰੋ,பணம் பெற எங்களை தொடர்பு கொள்ளவும்,చెల్లింపును స్వీకరించడానికి దయచేసి మమ్మల్ని సంప్రదించండి,भुगतान पावे खातिर हमनी से संपर्क करीं,Tangkako man·sona gita ka·sapae chingna contact ka·bo
do_more_task_for_payments_prompt,Please do more tasks to start payments,পেমেণ্ট আৰম্ভ কৰিবলৈ অনুগ্ৰহ কৰি অধিক কাম কৰক,পেমেন্ট শুরু করতে অনুগ্রহ করে আরও কাজ করুন,"Por favor, haga más tareas para iniciar los pagos.",કૃપા કરીને ચૂકવણી શરૂ કરવા માટે વધુ કાર્યો કરો,कृपया भुगतान शुरू करने के लिए और अधिक कार्य करें,ಪಾವತಿಗಳನ್ನು ಪ್ರಾರಂಭಿಸಲು ದಯವಿಟ್ಟು ಹೆಚ್ಚಿನ ಕಾರ್ಯಗಳನ್ನು ಮಾಡಿ,പേയ്‌മെന്റുകൾ ആരംഭിക്കുന്നതിനായി ദയവായി കൂടുതൽ ടാസ്കുകൾ ചെയ്യുക,कृपया पेमेंट सुरू करण्यासाठी अधिक कार्ये करा.,ଦେୟ ପାଇବା ପାଇଁ ଦୟାକରି ଅଧିକ କାର୍ଯ୍ୟ କରନ୍ତୁ ,ਕਿਰਪਾ ਕਰਕੇ ਭੁਗਤਾਨ ਸ਼ੁਰੂ ਕਰਨ ਲਈ ਹੋਰ ਕੰਮ ਕਰੋ,கட்டணங்களைத் தொடங்க கூடுதல் பணிகளைச் செய்யவும்,చెల్లింపులను ప్రారంభించడానికి దయచేసి మరిన్ని టాస్కు లు చేయండి,भुगतान शुरू करे खातिर अउरी काम करीं,Ka·sapae payment-ko a·bachengna gita adita kamrangko dakbo
invalid_input,Entered value is invalid,প্ৰৱেশ কৰা মান অবৈধ,লিখিত মান বৈধ নয়,El valor introducido no es válido,દાખલ કરેલ મૂલ્ય અમાન્ય છે,दर्ज किया गया मान अमान्य है,ನಮೂದಿಸಿದ ಮೌಲ್ಯವು ಅಮಾನ್ಯವಾಗಿದೆ,നൽകിയിരിക്കുന്ന മൂല്യം അസാധുവാണ്,प्रविष्ट केलेले मूल्य अवैध आहे.,ଭରଣ କରାୟାଇଥିବା ମୂଲ୍ୟ ଅବୈଧ ଅଟେ,ਦਾਖਲ ਕੀਤਾ ਮੁੱਲ ਅਵੈਧ ਹੈ,உள்ளிட்ட மதிப்பு தவறானது,నమోదు చేసిన విలువ చెల్లదు,दर्ज मान अमान्य बा,Gapatgimin value-ara tik ong·gijagipa ong·a
available,Available,উপলব্ধ,উপলভ্য,Disponible,ઉપલબ્ધ,उपलब्ध,ಲಭ್ಯವಿದೆ,ലഭ്യമാണ്,उपलब्ध,ଉପଲବ୍ଧ,ਉਪਲੱਬਧ,கிடைக்கும்,అందుబాటులో ఉంది,उपलब्ध,Donga
refreshing,Refreshing…,ৰিফ্ৰেছ হৈ আছে..,রিফ্রেশ হচ্ছে...,Actualizando,રીફ્રેશ થઇ રહ્યું છે,रिफ्रेश हो रहा है,ರಿಫ್ರೆಶ್ ಮಾಡಲಾಗುತ್ತಿದೆ…,റിഫ്രഷിങ്…,रिफ्रेश करत आहे...,ରିଫ୍ରେସ୍…,ਰਿਫਰੈਸ਼ ਹੋ ਰਿਹਾ ਹੈ,புத்துணர்ச்சி அளிக்கிறது...,రిఫ్రెష్ చేస్తోంది...,रिफ्रेशिंग,Refreshing…
error_not_in_range_float,Entered value is not between %.2f - %.2f,প্ৰৱেশ কৰা মান %.2f - %.2f ৰ মাজত নাই।,লিখিত মান %.2f - %.2f এর মধ্যে নয়,El valor ingresado no está entre %.2f - %.2f,દાખલ થયેલ કિંમત એ %.2f - %.2f ની વચ્ચે નથી,दर्ज किया गया मान %.2f - %.2f के बीच नहीं है,ನಮೂದಿಸಿದ ಮೌಲ್ಯವು %.2f - %.2f ನಡುವೆ ಇಲ್ಲ,നൽകിയിരിക്കുന്ന മൂല്യം %.2f - %.2f ഇടയിലുള്ളതല്ല,प्रविष्ट केलेले मूल्य %.2f - %.2f दरम्यान नाही,ଭରଣ କରା ଯାଇ ଥିବା ମୂଲ୍ୟ %.2f - %.2f ମଧ୍ୟରେ ନାହିଁ,ਦਰਜ ਕੀਤਾ ਮੁੱਲ %.2f - %.2f ਵਿਚਕਾਰ ਨਹੀਂ ਹੈ,உள்ளிட்ட மதிப்பு %.2f - %.2f இடையே இல்லை,నమోదు చేసిన విలువ %.2f - %.2f మధ్య లేదు,दर्ज मान %.2f - %.2f के बीच नइखे,Gapatgimin value-ara %.2f-%2f ni gisepo ong·ja
error_not_in_range_integer,Entered value is not between %d - %d,প্ৰৱেশ কৰা মান %d - %d ৰ মাজত নাই,লিখিত মান %d - %d-এর মধ্যে নয়,El valor ingresado no está entre %d - %d,દાખલ થયેલ કિંમત એ %d - %d વચ્ચે નથી,दर्ज किया गया मान %d - %d के बीच नहीं है,ನಮೂದಿಸಿದ ಮೌಲ್ಯವು %d - %d ನಡುವೆ ಇಲ್ಲ,നൽകിയിരിക്കുന്ന മൂല്യം %d - %d ഇടയിലുള്ളതല്ല,प्रविष्ट केलेले मूल्य %d - %d दरम्यान नाही,ଭରଣ କରାଯାଇଥିବା ମୂଲ୍ୟ % d -% d ମଧ୍ୟରେ ନାହିଁ,ਦਰਜ ਕੀਤਾ ਮੁੱਲ %d - %d ਦੇ ਵਿਚਕਾਰ ਨਹੀਂ ਹੈ,உள்ளிட்ட மதிப்பு %d - %d இடையே இல்லை,నమోదు చేసిన విలువ %d - %d మధ్య లేదు,दर्ज मान %d - %d के बीच नइखे,Gapatgimin value-ara %d-%d ni gisepo ong·ja
verify_phone_number,Verify your number,আপোনাৰ নম্বৰটো পৰীক্ষা কৰক,আপনার নম্বর যাচাই করুন,Verifique su número,તમારા નંબરની ખાત્રી કરો,अपने नंबर की पुष्टि करें,ನಿಮ್ಮ ಸಂಖ್ಯೆಯನ್ನು ಪರಿಶೀಲಿಸಿ,നിങ്ങളുടെ നമ്പർ പരിശോധിച്ചു ഉറപ്പാക്കുക,तुमचा नंबर तपासा.,ଆପଣଙ୍କର ନମ୍ବର ଯାଞ୍ଚ କରନ୍ତୁ,ਆਪਣੇ ਨੰਬਰ ਦੀ ਪੁਸ਼ਟੀ ਕਰੋ,உங்கள் எண்ணைச் சரிபார்க்கவும்,మీ నంబర్‌ని ధృవీకరించండి,आपन नंबर के सत्यापन करीं,Nang·ni numberko verify ka·bo
getting_checked,Getting Checked,চেক কৰা হৈছে,চেক করা হচ্ছে,Comprobando,તપાસ થઇ રહી છે,जाँच किया जा रहा है,ಪರಿಶೀಲಿಸಲಾಗುತ್ತಿದೆ,പരിശോധിക്കുന്നു,तपासणी होत आहे.,ଯାଞ୍ଚ ହେଉଛି ,ਜਾਂਚ ਕੀਤੀ ਜਾ ਰਹੀ ਹੈ,சரிபார்க்கப்படுகிறது,తనిఖీ చేయబడుతోంది,चेक हो रहल बा,Check ka·enga
checked,Checked,পৰীক্ষা কৰা হৈছে,চেক করা হয়েছে,Comprobado,તપાસ પૂર્ણ થયેલ છે,जाँच,ಪರಿಶೀಲಿಸಲಾಗಿದೆ,പരിശോധിച്ചിരിക്കുന്നു,तपासले.,ଯାଞ୍ଚ କରାଯାଇଛି,ਜਾਂਚ ਕੀਤੀ ਗਈ,சரிபார்க்கப்பட்டது,తనిఖీ చేయబడింది,जाँच कइल गइल,Check ka·aha
work_rejected_notification_title,Work Rejected,কাম নাকচ কৰা হৈছে,কাজ বাতিল হয়েছে ,,કામ રદ થયેલ છે,काम अस्वीकार कर दिया गया,ಕೆಲಸವನ್ನು ತಿರಸ್ಕರಿಸಲಾಗಿದೆ,വർക്ക് നിരസിച്ചിരിക്കുന്നു,काम नाकारले,କାମ ରିଜେକେଟ କରା ଯାଇଛି,ਕੰਮ ਰੱਦ ਕੀਤਾ ਗਿਆ,பணி நிராகரிக்கப்பட்டது,పని తిరస్కరించబడింది,काम अस्वीकार कर कर देले बा।,Kamko jegalaha
rejected_assignments_notification_message,Some of your work has been rejected,আপোনাৰ কিছুমান কাম নাকচ কৰা হৈছে,আপনার কিছু কাজ বাতিল হয়েছে,,તમારા અમુક કામને નકારવામાં આવ્યું છે,आपके कुछ काम अस्वीकार कर दिए गए हैं।,ನಿಮ್ಮ ಕೆಲವು ಕೆಲಸಗಳನ್ನು ತಿರಸ್ಕರಿಸಲಾಗಿದೆ,നിങ്ങളുടെ ചില വർക്കുകൾ നിരസിക്കപ്പെട്ടു,तुमचे काही काम नाकारले गेले आहे,ଆପଣଙ୍କ କିଛି କାମ ରିଜେକେଟ କରା ଯାଇଛି,ਤੁਹਾਡੇ ਕੁਝ ਕੰਮ ਰੱਦ ਕਰ ਦਿੱਤੇ ਗਏ ਹਨ।,உங்களின் சில பணிகள் நிராகரிக்கப்பட்டுள்ளன,మీ పనిలో కొన్ని తిరస్కరించబడ్డాయి,राउर कुछ काम खारिज हो गइल बा,Nang·ni adita kamrangko jegalaha
task_was_rejected,Rejection reason:,প্ৰত্যাখ্যানৰ কাৰণ,বাতিল করার কারণ,,અસ્વીકારનું કારણ,अस्वीकृति का कारण,ನಿರಾಕರಣೆಯ ಕಾರಣ,നിരസിക്കാനുള്ള കാരണം,नाकारण्याचे कारण:,ରିଜେକେଟ କରି ବାର କାରଣ,"""ਅਸਵੀਕਾਰ ਦਾ ਕਾਰਨ """,நிராகரிப்பு காரணம்,తిరస్కరణ కారణం,अस्वीकृति के कारण:,Jegalani reason:
rejected_assignments_prompt,%d tasks were rejected. Scroll below to see the feedback.,%d টা কাৰ্য্য বাতিল কৰা হৈছিল। প্ৰতিক্ৰিয়া চাবলৈ তলত স্ক্ৰল কৰক।,%d টি কাজ বাতিল করা হয়েছে। প্রতিক্রিয়া দেখতে নীচে স্ক্রল করুন।,,%d કાર્યો નકારવામાં આવ્યા હતા. પ્રતિસાદ જોવા માટે નીચે સ્ક્રોલ કરો.,%d कार्य अस्वीकृत कर दिए गए. प्रतिक्रिया देखने के लिए नीचे स्क्रॉल करें.,%d ಕಾರ್ಯಗಳನ್ನು ತಿರಸ್ಕರಿಸಲಾಗಿದೆ. ಪ್ರತಿಕ್ರಿಯೆಯನ್ನು ನೋಡಲು ಕೆಳಗೆ ಸ್ಕ್ರಾಲ್ ಮಾಡಿ.,%d ടാസ്ക്കുകൾ നിരസിക്കപ്പെട്ടു. പ്രതികരണങ്ങൾ കാണുവാനായി താഴേക്ക് സ്ക്രോൾ ചെയ്യുക.,%d कार्ये नाकारली गेली. फीडबॅक पाहण्यासाठी खाली स्क्रोल करा.,% d କାର୍ଯ୍ୟଗୁଡିକ ରିଜେକେଟ କରାଯାଇଥିଲା | କାରଣ ଜାଣିବା ପାଇଁ ସ୍କ୍ରୋଲ୍ କରନ୍ତୁ | ,"""%d ਕਾਰਜ ਅਸਵੀਕਾਰ ਕੀਤੇ ਗਏ ਹਨ। ਫੀਡਬੈਕ ਦੇਖਣ ਲਈ ਹੇਠਾਂ ਸਕ੍ਰੋਲ ਕਰੋ। """,%d பணிகள் நிராகரிக்கப்பட்டன. கருத்தைப் பார்க்க கீழே ஸ்க்ரோல் செய்யவும்,%d టాస్క్‌లు తిరస్కరించబడ్డాయి.తిరస్కకరణ కారణం చూడటానికి దిగువకు స్క్రోల్ చేయండి.,%d टास्क के खारिज कर दिहल गइल। प्रतिक्रिया देखे खातिर नीचे स्क्रॉल करीं।,%d kamrangko jegalaha. Feedback-ko nina gita ka·machina scroll ka·bo.
test_task_failed_notification_title,You failed the test,আপুনি পৰীক্ষাত বিফল হৈছে,আপনি পরীক্ষায় ব্যর্থ হয়েছেন,,તમે પરીક્ષામાં નિષ્ફળ ગયા,आप टेस्ट में असफल हो गए,ನೀವು ಪರೀಕ್ಷೆಯಲ್ಲಿ ವಿಫಲರಾಗಿದ್ದೀರಿ,നിങ്ങൾ ടെസ്റ്റ് പരാജയപ്പെട്ടിരിക്കുന്നു,तुम्ही परीक्षेत नापास झालात,ଆପଣ ପରୀକ୍ଷାରେ ଉତ୍ତୀର୍ଣ୍ଣ ହୋଇପାରିଲେ ନାହିଁ,ਤੁਸੀਂ ਟੈਸਟ ਵਿੱਚ ਫੇਲ ਹੋ ਗਏ।,நீங்கள் டெஸ்டில் தோல்வியடைந்துவிட்டீர்கள்,మీరు టెస్ట్ పాస్ కాలేకపోయారు,रउरा परीक्षा में फेल हो गइल बानी,Na·a porikkako chu·sokjaha
test_task_passed_notification_message,"Congratulations you passed the test for %s, please open the app and refresh to get the main task.","আপুনি %s বাবে পৰীক্ষাত উত্তীৰ্ণ হোৱাৰ বাবে অভিনন্দন, অনুগ্ৰহ কৰি এপ্পটো খোলক আৰু মুখ্য কামটো প্ৰাপ্ত কৰিবলৈ ৰিফ্ৰেছত ক্লিক কৰক।","অভিনন্দন আপনি %s এর জন্য পরীক্ষায় উত্তীর্ণ হয়েছেন, মূল কাজটি পেতে অনুগ্রহ করে অ্যাপটি খুলুন এবং রিফ্রেশ করুন।    ",,"તમે %s માટે પરીક્ષા પાસ કરી તે બદલ અભિનંદન, કૃપા એપ્લિકેશન ખોલો અને મુખ્ય કાર્ય મેળવવા માટે રિફ્રેશ કરો.    ","बधाई हो, आपने %s के लिए टेस्ट उत्तीर्ण कर ली है। कृपया ऐप खोलें और मुख्य कार्य प्राप्त करने के लिए रिफ्रेश करें।    ","ನೀವು %s ಪರೀಕ್ಷೆಯಲ್ಲಿ ಉತ್ತೀರ್ಣರಾಗಿರುವಿರಿ ಅಭಿನಂದನೆಗಳು, ದಯವಿಟ್ಟು        ಅಪ್ಲಿಕೇಶನ್ ತೆರೆಯಿರಿ ಮತ್ತು ಮುಖ್ಯ ಕಾರ್ಯವನ್ನು ಪಡೆಯಲು ರಿಫ್ರೆಶ್ ಮಾಡಿ.    ","നിങ്ങൾ ടെസ്റ്റിൽ %s നേടി വിജയിച്ചതിന് അഭിനന്ദനങ്ങൾ, മെയിൻ ടാസ്ക് ലഭിക്കുന്നതിന് ദയവായി ആപ്പ് എടുത്തിട്ട് റിഫ്രഷ് ചെയുക .    ","अभिनंदन तुम्ही %s साठी चाचणी उत्तीर्ण केलीत, कृपया ॲप उघडा आणि मुख्य कार्य मिळविण्यासाठी रिफ्रेश करा.    ","ଅଭିନନ୍ଦନ ଆପଣ %s ପରୀକ୍ଷାରେ ଉତ୍ତୀର୍ଣ୍ଣ ହୋଇଛନ୍ତି, ଦୟାକରି ଆପ୍ ଖୋଲନ୍ତୁ ଏବଂ ମୁଖ୍ୟ କାର୍ଯ୍ୟ ପାଇବାକୁ ରିଫ୍ରେସ୍ କରନ୍ତୁ |    ","ਵਧਾਈਆਂ ਤੁਸੀਂ %s ਲਈ ਟੈਸਟ ਪਾਸ ਕਰ ਲਿਆ ਹੈ, ਕਿਰਪਾ ਕਰਕੇ ਐਪ ਖੋਲ੍ਹੋ ਅਤੇ ਮੁੱਖ ਕੰਮ ਪ੍ਰਾਪਤ ਕਰਨ ਲਈ ਰਿਫ੍ਰੈਸ਼ ਕਰੋ।  ","நீங்கள் %s டெஸ்டில் தேர்ச்சி பெற்றுவிட்டீர்கள் வாழ்த்துக்கள்,        முக்கிய செயல்பாட்டைப் பெற, பயன்பாட்டைத் திறந்து புதுப்பிக்கவும்.    ","శుభాకాంక్షలు మీరు %s టెస్ట్ పాస్ అయ్యారు, దయచేసి యాప్ తెరవండి మరియు ముఖ్య టాస్క్ పొందడానికి రిఫ్రెష్ చేయండి.    ","बधाई बा कि रउआ %s खातिर टेस्ट पास कइले बानी, कृपया ऐप खोलीं आ मुख्य काम पावे खातिर रिफ्रेश करीं।","Congratulations %s-na porikka ra·ao na·a chu·sokaha, ka·sapae appko kulibo aro mongsonggipa kamko man·na gita refresh ka·bo."
test_task_failed_notification_message,"You were not able to pass the test, please open the app to see feedback.","আপুনি পৰীক্ষাত উত্তীৰ্ণ হ'বলৈ সক্ষম হোৱা নাছিল, অনুগ্ৰহ কৰি প্ৰতিক্ৰিয়া চাবলৈ এপ্পটো খুলিব।","আপনি পরীক্ষায় উত্তীর্ণ হতে পারেননি, প্রতিক্রিয়া দেখতে অনুগ্রহ করে অ্যাপটি খুলুন।    ",,"તમે પરીક્ષા પાસ કરી શક્યા ન હતા, કૃપા કરીને પ્રતિસાદ જોવા એપ્લિકેશન ખોલો.    ","आप परीक्षा पास नहीं कर पाए, कृपया फीडबैक देखने के लिए ऐप        खोलें।    ","ನೀವು ಪರೀಕ್ಷೆಯಲ್ಲಿ ಉತ್ತೀರ್ಣರಾಗಲು ಸಾಧ್ಯವಾಗಲಿಲ್ಲ, ದಯವಿಟ್ಟು        ಪ್ರತಿಕ್ರಿಯೆಯನ್ನು ನೋಡಲು ಅಪ್ಲಿಕೇಶನ್ ತೆರೆಯಿರಿ.    ","നിങ്ങൾക്ക് ടെസ്റ്റിൽ വിജയിക്കാനായില്ല, പ്രതികരണങ്ങൾ കാണാൻ ആപ്പിൽ നോക്കുക.    ","तुम्ही चाचणी पास करू शकला नाही, कृपया फीडबॅक पाहण्यासाठी ॲप उघडा.    ","ଆପଣ ପରୀକ୍ଷା ଉତ୍ତୀର୍ଣ୍ଣ ହୋଇପାରିଲେ ନାହିଁ, ଦୟାକରି ପ୍ରତିକ୍ରିୟା ଦେଖିବା ପାଇଁ ଆପ୍ ଖୋଲନ୍ତୁ।    ","ਤੁਸੀਂ ਟੈਸਟ ਪਾਸ ਕਰਨ ਦੇ ਯੋਗ ਨਹੀਂ ਸੀ, ਕਿਰਪਾ ਕਰਕੇ ਸੁਝਾਅ ਦੇਖਣ ਲਈ ਐਪ ਖੋਲ੍ਹੋ।    ","உங்களால் டெஸ்டில் தேர்ச்சி பெற முடியவில்லை, ஃபீடுபேக்கை பார்க்க செயலியைத் திறக்கவும்.    ","మీరు టెస్ట్ పాస్ కాలేకపోయారు, దయచేసి కారణం చూడడానికి యాప్ తెరవండి.    ","रउरा परीक्षा पास ना कर पवनी, प्रतिक्रिया देखे खातिर ऐप खोलीं.","Na·a porikka ra·anio chusojaha, ka·sapae feedback-ko nina gita appko kulibo.."
monitoring_dialog_title,Please answer this question,অনুগ্ৰহ কৰি এই প্ৰশ্নৰ উত্তৰ দিব,অনুগ্রহ করে এই প্রশ্নের উত্তর দিন,,કૃપા કરીને આ પ્રશ્નનો જવાબ આપો,कृपया इस प्रश्न का उत्तर दें,ದಯವಿಟ್ಟು ಈ ಪ್ರಶ್ನೆಗೆ ಉತ್ತರಿಸಿ,ദയവായി ഈ ചോദ്യത്തിന് ഉത്തരം നൽകുക,कृपया या प्रश्नाचे उत्तर द्या,ଦୟାକରି ଏହି ପ୍ରଶ୍ନର ଉତ୍ତର ଦିଅନ୍ତୁ ,"""ਕ੍ਰਿਪਾ ਕਰਕੇ ਇਸ ਸਵਾਲ ਦਾ ਜਵਾਬ ਦਿਓ """,இந்தக் கேள்விக்குப் பதிலளிக்கவும்,దయచేసి ఈ ప్రశ్నకు సమాధానం ఇవ్వండి,रउरा सभे से निहोरा बा कि एह सवाल के जवाब दीं,Ka·sapae ia sing·anina aganchakbo.
feeling_joyful,I am feeling joyful,মই আনন্দিত অনুভৱ কৰি আছো,আমি আনন্দ বোধ করছি,me siento feliz,હું આનંદિત અનુભવી રહ્યો છું.,मुझे खुशी हो रही है।,ನಾನು  ಸಂತೋಷವನ್ನು ಅನುಭವಿಸುತ್ತಿದ್ದೇನೆ,എനിക്ക് സന്തോഷം തോന്നുന്നു,मला आनंद वाटत आहे,ମୁଁ ଖୁସି ଅନୁଭବ କରୁଛି,ਮੈਂ ਖੁਸ਼ੀ ਮਹਿਸੂਸ ਕਰ ਰਿਹਾ ਹਾਂ,நான் மகிழ்ச்சியாக உணர்கிறேன்,నేను ఆనందంగా ఉన్నాను,हम त खुशी के भाव महसूस कर रहल बानी,Anga ku·si ong·enga
challenging_work,I become absorbed while working on something that challenges me,মোক প্ৰত্যাহবান জনোৱা কিবা কাৰ্য কৰিলে মই বিলীন হৈ পৰো,আমাকে চ্যালেঞ্জ করে এমন কিছুতে কাজ করার সময় আমি মগ্ন হয়ে যাই,Me quedo absorto mientras trabajo en algo que me desafía.,મને પડકાર આપતી કોઈ વસ્તુ પર કામ કરતી વખતે હું તલ્લીન થઈ જાઉં છું,मैं किसी ऐसी चीज़ पर काम करते हुए उसमें लीन हो जाता हूँ जो मुझे चुनौती देती है,ನನಗೆ ಸವಾಲಿನ ಕೆಲಸ ವಹಿಸಿದಾಗ ಅದನ್ನು ಕೂಡಲೇ ಗ್ರಹಿಸಿಕೊಳ್ಳುತ್ತೇನೆ,വെല്ലുവിളിയേകുന്ന എന്തെങ്കിലും ജോലിയിൽ ഏർപ്പെടുമ്പോൾ   ഞാനതിലേക്ക് പൂർണമായും മുഴുകി കൊണ്ടായിരിക്കുംചെയ്യുക,मला आव्हान देणार्‍या एखाद्या गोष्टीवर काम करताना मी गढून जातो,ମୋ ପାଇଁ ଚ୍ୟାଲେଞ୍ଜ ସୃଷ୍ଟି କରୁଥିବା କୌଣସି କାମ କରିବା ସମୟରେ ମୁଁ ତା ଭିତରେ ପୂର୍ଣ ଭାବରେ ଲିପ୍ତ ହୋଇଯାଏ,ਮੈਂ ਕਿਸੇ ਅਜਿਹੀ ਚੀਜ਼ 'ਤੇ ਕੰਮ ਕਰਦੇ ਹੋਏ ਲੀਨ ਹੋ ਜਾਂਦਾ ਹਾਂ ਜੋ ਮੈਨੂੰ ਚੁਣੌਤੀ ਦਿੰਦੀ ਹੈ,எனக்கு சவாலாக இருக்கும் ஏதாவது வேலை செய்யும் போது நான் உள்வாங்கப்படுகிறேன்,నన్ను సవాలు చేసే పనిలో నేను మునిగిపోతాను,हम कवनो अइसन काम पर काम करत घरी लीन हो जानी जवन हमरा के चुनौती देला,Anga maiba kamko kamiting somoio ra·biako man·ode anga unan gisik on·begipa ong·baa.
